,Unnamed: 0,Type Of Traveller,Seat Type,Route,Seat Comfort,Cabin Staff Service,Food & Beverages,Ground Service,Value For Money,Recommended,reviews,stars,date,country,verified,Sentiment,Analysis
2791,2794,Couple Leisure,Premium Economy,GLA to BKK via LHR,3.0,4.0,4.0,4.0,3,1,flew british airway glasgow bangkok via heathrow gla lhr flight great clean plane staff friendly business lounge glasgow enjoyable heathrow bangkok premium economy economy class looked cramped plane really scruffy foot rest stuck british airway let standard slip smartness cabin interior curtain businees premium econemy ripped scruffy bad impression excellent staff food also good flight time british airway premium economy patch eva air ba need upgrade plane route lose customer carrier even staff uniform looked washed,4,2015-10-09,United Kingdom,False,0.9623,Positive
2792,2795,Couple Leisure,Business Class,Fuereventura to LGW,4.0,5.0,5.0,4.0,5,1,flew british airway fuerteventura gatwick refurbished new style seat flown earlier old seating nothing much choose two slightly preferred older style sure central seat converted tray space would prefer wider seat smaller tray space legroom could also better flight comfortable landed ahead schedule lounge available fuerteventura shame inflight service excellent food shorthaul good ba could given u couple inch extra legroom,4,2015-10-09,United Kingdom,False,0.9001,Positive
2793,2796,Couple Leisure,Economy Class,DUB to LAS via LHR,1.0,2.0,2.0,3.0,3,1,flew dublin la vega via london heathrow returning miami newcastle ive staunch fan british airway year starting feel like theyre really bothered international economy passenger service okay certainly doesnt feel personable used whereas domestically still good british airway boeing old feel look way food uk bad usa inedible really need sort inflight entertainment old comparison airline considering airline go usa,3,2015-10-09,United Kingdom,False,0.7722,Positive
2794,2797,Family Leisure,Economy Class,Jersey to MIA via London,1.0,4.0,1.0,3.0,3,0,im starting go british airway le le must warn ba picky price jump suddenly explainable reason example lax flight looking went per person per way per person per way one day last trip jersey miami wasnt good service jersey airport london gatwick airport great plane wasnt good seat quite uncomfortable food bit disgusting inflight entertainment absolute rubbish outdated need replacingrefurbishing worst part miami express bag drop lane turned slower check bag drop lane even slow worse staff rude honestly couldnt care le sad airline meant represent britain way,8,2015-10-09,United Kingdom,False,-0.9335,Negative
2795,2798,Couple Leisure,Economy Class,YYZ to FCO via LHR,4.0,4.0,4.0,1.0,2,0,flew british airway toronto rome via london complaint flight crew excellent arrived rome opinion british airway formed none passenger baggage arrived rome left dark baggage came got baggage handler lineup avia wasted time filling form given phone number british airway service call avia went unanswered finally went outto airport day later found baggage unsecured location werd never informed british airway would receive baggage receive compensation clothing toiletry buy fod expense getting airport soured opinion british airway,3,2015-10-08,Canada,False,-0.4588,Negative
2796,2799,Business,First Class,LHR to SYD via SIN,5.0,4.0,5.0,5.0,5,1,paid get first upgrade return british airway club world seat great long trip new first product excellent service greatthe seat comfortable inflight entertainment good food well presented good choice wine slept well actually enjoyed journey one regularly carrier chose ba time change bag tagged priority sydney came piece luggage meaning nearly missed onward connection melbourne staff gossip galley flimsy curtain dont want hear staff boyfriend trouble holiday plan crew roster cleanliness toilet responsibility staff monitor first toilet cramped ended wiping toilet floor tissue sanitary wipe didnt know liquid floor safety journey important thing attention detail item make break service experience ba ground crew ticketing agent cabin crew pilot commendable british airway need help get service right,2,2015-10-07,Australia,False,0.9824,Positive
2797,2800,Couple Leisure,Premium Economy,DFW to LHR,3.0,4.0,4.0,3.0,2,0,paid world traveller plus premium economy british airway flight london aircraft boeing excellent plane cabin crew efficient friendly seat legroom good find lacking make world traveller plus worth money priority checkin security priority boarding wtp passenger fact wtp passenger last board even united delta american offer priority checkin boarding contacted british airway inquire reply usual corporate speak sorry disappointed blahblahblah okay british airway could care le,8,2015-10-07,United States,False,0.9607,Positive
2798,2802,Couple Leisure,Economy Class,Cape Town to London,4.0,4.0,4.0,5.0,4,1,always whole ba experience website landing seamless effortless preferred airline long well short haul flight ive many happy mile belt ba website extremely easy use positive experience start cabin crew always friendly helpful food good vegetarian comment normal food served plane cape town route bit dated job well well done star airline looking forward many hour air ba,5,2015-10-07,United Kingdom,False,0.9749,Positive
2799,2803,Business,Business Class,HKG to LHR,3.0,3.0,4.0,4.0,3,1,splendid aircraft great passenger experience chose fly mellhr via hkg could try british airway new disappointed see used old backwards forward layout club world new aircraft type remember using seat type back tired lacklustre compared airline brand new plane tired old seat design felt though packed british airway max revenue whole thing bit claustrophobic service okay outstanding food good wine choice excellent ground crew hkg pretty average london helpful,8,2015-10-07,Australia,False,0.9552,Positive
2800,2804,Business,Premium Economy,DUS to PHL via LHR,5.0,3.0,5.0,3.0,4,0,british airway airline mixed quality flying often think quality decreasing last month whereas lounge great staff almost nice flight attendant sometimes unfriendly flight one flight attendant hit twice cabin trolley even excuse aircraft seat premium economy quite good including food drink worst ba customer support help problem outbound flight phl lhr problem reserving seat although shown free map bassinet able select first time calling customer support told technical error second time lady told bookable next bassinet one day later reserved called told late hint two call answered thats problem seat problem mean least right attitude extremely bad maybe reason want seat email complaint wasnt answered till today excet automated answer asap british airway continue customer service might change shortly,3,2015-10-07,Germany,False,-0.5095,Negative
2801,2805,Solo Leisure,Business Class,LAS to LHR,3.0,5.0,5.0,4.0,3,1,use la vega london heathrow route primary choice getting europe flight time british airway cabin staff provided excellent customer service food choice great past review mark inflight entertainment needing update,2,2015-10-06,United States,False,0.891,Positive
2802,2806,Solo Leisure,Economy Class,Heathrow to Manchester,3.0,1.0,1.0,3.0,1,0,british airway heathrow manchester ok min flight one hour delay explanation take apology flight deck booked seat near front moved back row change aircraft could hear every word conversation young cabin crew galley thing passenger hearing torn uniform female attendant brusque drink service male steward gave impression job bit beneath waiting age plane empty could get crew helping anyone eye contact dismal goodbye getting,6,2015-10-06,United Kingdom,False,-0.5574,Negative
2803,2807,Couple Leisure,Economy Class,London to Toronto,4.0,3.0,2.0,3.0,2,0,first last time travelling british airway flight outw reasonable although sadly lacking comparison airline first question anybody british airway actually read comment go providing service bad arrived toronto th september told luggage left heathrow along bag well prepared toronto deal u forwarned problem filling relevant form informed bag would u hour nut day later finally reunited british airway investiage company use toronto extremely rude telephone enquire thought bag would delivered even hanging hotel manager tried help u husband asked said would collect bag get answer took pm friday delivered final straw paid extra two seat together window return journey found upon checking could seat sit row problem normally cost extra book seat one staff interested take leave attitude,1,2015-10-05,United Kingdom,False,-0.7778,Negative
2804,2808,Business,Economy Class,LHR to SFO,1.0,3.0,3.0,1.0,1,0,london heathrow san francisco british airway unimpressed checked online bag drop issued fresh boarding pas airport plenty early enough everything seemed normal reached gate boarding scanner final checkpoint reported checked minute wait allowed board moved different seat told final one given explanation plane asked move turned original seat filled ba feedback form asked going apparently receiving high volume complaint never responded circumstance think ill stick reliable airline flight delayed hour waited passenger flight uneventful meal service okay economy said boeing horribly outdated ife system repeatedly failed rebooted,9,2015-10-05,United Kingdom,False,-0.8807,Negative
2805,2809,Family Leisure,Business Class,LHR to Chicago O'Hare,4.0,2.0,1.0,4.0,4,1,im one publishing review following discussion flight problem heard skytrax lost track number flight ive taken year business europe holiday worldwide family u regular flight almost exclusively till british airway economy wtp recently business service value etc ranged acceptable good occasionally excellent shame thing seem changed annual trip last december booked year old daughter british airway lhr chicago returning washington dulles lhr flight business class booking process online reasonably good helpful assistance real person problem happened time month departure common sense used flight cancelled suitable alternative booked seat prepurchased clearly travelling child checkin departure smooth travel economy mean feed child first travel business serve child serve adult child meal eventually arrived disgrace wouldnt feed animal pea blackened mash dried crusty surprisingly didnt want ended eating meal entertainment screen essential child part treat journey didnt work swopped seat entertainment screen mummy thank goodness kindle apology staff interested male business traveller return flight christmas washington dulles lhr slightly better evening meal available lounge prior boarding providing youre adult nothing child except biscuit im willing pay british airway business class fare daughter expect better service disappointed fly ba yes grudgingly airmiles used know,1,2015-10-04,United Kingdom,False,0.98,Positive
2806,2810,Business,Business Class,Nairobi to London,3.0,4.0,4.0,4.0,3,0,nairobi london british airway service good except gave given collecting jacket seat getting tired bit coming disgraceful level cleanliness seat side cabin old accumulation fluff mouldy peanut crumb old sandwich wrapper mini mar bar old felt sick given highlighted press recently must british airway really care,1,2015-10-03,United Kingdom,False,0.0498,Neutral
2807,2811,Solo Leisure,Economy Class,lgw to alicante,4.0,5.0,4.0,3.0,5,1,outward flight th september good way snack fine coffee nice staff great checked ine long queue bag drop ba need improve security long queue reflective troubled time live fear return flight nd september everything fine except seat b permanent recline didnt realise got told prior landing apologised lady behind sandwich red wine nice considering booked early got great price complaint flight deck information good way,3,2015-10-02,United Kingdom,False,0.9545,Positive
2808,2812,Solo Leisure,Economy Class,Phoenix to Heathrow,1.0,4.0,1.0,3.0,2,0,recently travelled british airway phoenix london heathrow rd time flown route onboard one boeing must say british airway got either fully upgrade b fleet retire aircraft seat far cramped comfortable flight entertainment rebooted several time stopped working didnt work heat cabin unbearable time uncomfortable plus point crew attentiveand willing help food wasnt bad aware around boeing getting refitted look unfortunately b phoenix route route travel cause concern wondering travel ba everyone afford fly business first doesnt mean give right little space move seat dont feel like going cripple entertainment system work better selection moviestv showsmusic airline emirate fabulous system even economy cant british airway use type technology ba want compete please something,9,2015-10-02,United Kingdom,False,0.9365,Positive
2809,2813,Family Leisure,Economy Class,LGW to ALC,4.0,4.0,4.0,4.0,4,1,checkin british airway flight gatwics north terminal queue staff friendly chatty boarding quick yet fitted new seat still comfortable moderately spacious cabin crew friendly attentive return journey also quite good except flight change departure instead meant nearly shop except duty free alicante closed also meant flight arrived back gatwick wasnt pleasant drive another hour half home british airway gatwick operation quite good punctual like heathrow,6,2015-10-02,United Kingdom,False,0.9609,Positive
2810,2814,Couple Leisure,Economy Class,London to Johannesburg,1.0,3.0,1.0,1.0,1,0,british airway flight undoubtedly worst weve ever south africa ten year travelling seat narrow lumpy incredibly uncomfortable especially long haul journey thought initially unlucky got broken faulty seat outward journey bad return journey add insult injury wed selected paid seat preference got airport return journey told seat gone simply told would apply refund worst aspect flight however heat aircraft oppressively hot stuffy hour way johannesburg london many passenger complained crew could apparently nothing air conditioning system appeared old regulate temperature also entertainment system switched rebooted several time many passenger console working passenger without entertainment entire hour flight aircraft fit flying retired decade ago pity poor crew work clappedout aircraft every day weve travelling south africa several time year past decade first time travelling british airway clearly also last avoid british airway boeing cost,9,2015-10-01,Ireland,False,-0.9828,Negative
2811,2815,Business,Economy Class,VIE to LHR,4.0,4.0,4.0,5.0,4,1,vienna london heathrow return september flight economy crew pleasant absolutely required snack drink served leg time sandwich consisted mini pastrami cheese sandwich mini black currant bun edible ba best sandwich offering additional drink served request leg featured new slim seat cabin reduced legroom seat slightly better recaro slim seat miss older comfortable seat better leg room really realize ba changed rule recently travelling hand baggage also mean one longer allowed pick seat checkin seat randomly allocated selecting seat even middle seat back plane cost eur also one later decides check piece luggage cost whopping eur airport eur line final fare ba substantially higher initial price quote additional charge displayed booking process one commits checking luggage booking process charge lower exception free drink sandwich british airway economy product pretty much lowcost airline product oneworld sapphire help either privilege still charge seat selection checking luggage vielhr time return lhrvie leg delayed one hour timely boarding full plane waiting departure flight deck announced waiting cargo loaded missed assigned slot meant waiting hour new slot basically ba inconvenienced whole plane passenger load delayed cargo flying hand baggage used web checkin flight worked fine boarding procedure unremarkable pleasant ba us shared lounge vie lounge acceptable small mostly packed far great limited lower quality offering selection seems le lounge vie ba gallery lounge lhr comfortable oasis amid busy airport food drink selection better vie wine selection nice ba still us flight vie consider huge benefit using tends mess passenger stopped flying british airway business europe ba changed business seating economy seat additional legroom see valid reason pay surcharge product still consider ba one better option economy flight europe however new lowcost airline concept also mean time willing pay higher price flying ba easyjet austrian route unfortunately,3,2015-10-01,Austria,False,0.9928,Positive
2812,2817,Couple Leisure,Economy Class,Denver to London,1.0,2.0,3.0,3.0,2,0,denver london british airway allocated rubbish seat near toilet seat would recline would creep forward night bent jack headphone lately weve found aircraft tired much need update poor quality screen small seat much bigger short haul flight find air hostess steward often quite bored provide thrill service there much wrong per se smile would go long way specifically look airline fly weve enough british airway long haul flight,4,2015-10-01,United Kingdom,False,-0.7375,Negative
2813,2818,Solo Leisure,Business Class,Heathrow to Munich,4.0,1.0,3.0,4.0,1,0,heathrow munich return british airway never published negative review anything ever work service industry several friend cabin crew demanding passenger rarely request anything unless invited rarely request anything water however first experience british airway business class let crew serving female cabin attendant return flight could nicer male attendant flight noticeably dismissive female passenger men sitting near chatty offering extra drink etc made feel like huge inconvenience shame made reconsider whether extra cost worthwhile,9,2015-10-01,United Kingdom,False,0.8315,Positive
2814,2819,Family Leisure,Economy Class,Phoenix to Heathrow,1.0,2.0,1.0,2.0,1,0,flown previously british airway business class flew world traveler economy class trip adult child first flight england loading chaotic seated middle four seat section row air conditioning cabin several u complained heat lack air flow get answer stewardess hour flight took hour air conditioning kicked room seat store handbag seat appear smaller person row front reclined minimal room move access purse little attention cabin attendant told getting dizzy lack cool air allowed move seat galley air cooler business class seat food served terrible advance menu choose individual lighting air thought worst experience immigration hour wait line clear immigration custom prepaid taxi waited minute left horrible experience return flight worse delayed hour ground due air conditioning coach seating though first business brought u water last minute never fly british airway,6,2015-09-30,United States,False,-0.969,Negative
2815,2820,Solo Leisure,Business Class,LGW to SSH ,3.0,5.0,4.0,5.0,3,1,pleasant experience apart called fast track lane took minute business class lounge nice great choice drink snack early morning departure regular gatwick sharm el sheikh route breath fresh air option full service airline oneworld member business class seat economy class middle seat blocked worked fare paid similar easyjet flexi rate excellent service takeoff landing,1,2015-09-30,United Kingdom,False,0.9337,Positive
2816,2821,Solo Leisure,Business Class,SSH to LGW,1.0,5.0,4.0,1.0,3,1,sharm el sheikh gatwick checked british airway business class counter agent unprofessional unwelcoming question involved ask colleague adjacent economy class checkin asked staff lounge access located abruptly told lounge access despite ba stating website business class passenger access royal jordanian lounge saw sign use general expensive ssh airport facility boarding absolute mayhem separate call business class oneworld member board first jumped bus called told checkin agent booked economy class row listed business class online checkin wait minute new boarding bass issued seat c aircraft bus called back pick onboard thing improve chatted friendly crew however preboarding represent premium product,7,2015-09-30,United Kingdom,False,0.4215,Neutral
2817,2822,Family Leisure,Economy Class,LHR to GIB,4.0,5.0,1.0,3.0,4,1,first time experince british airway new shorthaul cabin flight heathrow gibraltar pleasantly surprised found leg room aisle seat fine seat generally comfortable though lumbar would nice brown leather look good new lighting calming overall good look business class seat basically economy probably fly business ba shorthaul stay economy staff professional pleasant may however want take packed lunch morsel given good,6,2015-09-29,United Kingdom,False,0.9774,Positive
2818,2823,Business,Business Class,LHR to DXB,4.0,3.0,5.0,4.0,3,1,british airway boeing bit long tooth old style club world seat old video system audio jack loose needed constant fiddling keep sound coming ear isolation window seat ba club world doubleedged sword privacy great cabin crew tend forget flight receive hot towel offer second drink though everyone else around said done flight time food wine good pretty comfortable,8,2015-09-27,Canada,False,0.8225,Positive
2819,2824,Business,Business Class,Stockholm to London,2.0,3.0,4.0,5.0,3,1,early morning flight stockholm heathrow sep th sat first row little bit legroom compared older club europe seat comfortable purser seemed relly bad night sleep stockholm really rude unfriendly customer laughing loudly fellow fa kept slamming door galley loudly throughout flight friend flew business class first time shocked fortunately late evening return flight totally different story extremely attentive male purser flight,5,2015-09-27,Sweden,False,-0.2895,Negative
2820,2825,Family Leisure,Economy Class,London to Seattle,4.0,3.0,1.0,4.0,4,0,london seattle british airway disappointed dinner served surprise vegetarian meal onboard somehow gave others although requested special meal booked flight return least month earlier well checking online end sat everyone else ate around long flight couldnt sleep remained hungry didnt enjoy experience,4,2015-09-27,United Kingdom,False,0.0444,Neutral
2821,2826,Couple Leisure,Business Class,SYD to SIN,4.0,4.0,4.0,4.0,5,1,flown british airway business class year sydney singapore reward flight probably wouldnt pay much airline product cheaper competitor would pick seat bit narrow otherwise acceptable like fact slide table away get easily service top notch surprised excellent stewardess area meal service two salad nice bread along decent main small snack landing always feel bigger option provided hour flight since small eat arrive ife good selection worked fine like way set club world cabin bit different although crowded calm professional obviously seat compare best materially cheaper say singapore airline emirate would take want charge similar price obviously product quality,4,2015-09-27,Australia,False,0.9854,Positive
2822,2827,Business,Business Class,HND to LHR,2.0,2.0,1.0,3.0,2,0,tokyo haneda heathrow club world british airway trip old boeing apart old product could believe dirt wear cabin crumb mess around bottom edge seat grubby mark presume even japanese cleaner could remove toilet used remained dirty throughout flight meal service much debated served rather pushed cheap economy style format quality par jal economy class used august im british like support ba honest fact ba slipped right competition journey frankfurt lufthansa airline probably wouldnt used year ago business class standard much higher ba cabin staff go lufthansa training maybe could lose arrogant approach,7,2015-09-27,United Kingdom,False,-0.5423,Negative
2823,2828,Solo Leisure,Business Class,Vancouver to London,3.0,4.0,3.0,4.0,2,0,hour delay notified text earlier day waiting around problem british airway business class club world product service old tired poor value quality inflight entertainment constantly faulty breaking keep resetting happened last two ba club flight seat tired clean locker window upper deck dirty falling apart food quite good except dessert awful always seem serve lemon dessert leg crew pleasant plane old tired make attractive option look avoid british airway business class,5,2015-09-27,Canada,False,-0.8593,Negative
2824,2829,Solo Leisure,Economy Class,Barcelona to London Heathrow,4.0,4.0,3.0,4.0,5,1,barcelona london heathrow late british airway really need sort schedule always guarantee late foreign terminal early ontime flying outbound lateness normally due baggage missing person someone turned travel food service still complimentary thank goodness get twin pack roll currant bun barcelona route better huge panini used serve drink service extremely limited always one serving teacoffee price using schedule service london heathrow complimentary light snack bargain,2,2015-09-26,United Kingdom,False,0.9314,Positive
2825,2830,Couple Leisure,Economy Class,St Kitts to Gatwick via Antigua,1.0,1.0,2.7078152753108347,1.0,1,0,son fiance travelled st kitts get married spent ten day weddingmoon time return unable check online website offered phone number call answer tried three hour finally called uk called british airway told buy ticket credit card couldnt help given another number call second person spoke managed resolve problem preventing online check meant possible however much time passed sorting mess time got system seat allocated son new bride could sit next one another long haul flight tried upgrade told would u british airway could care le,1,2015-09-26,United Kingdom,False,0.3489,Neutral
2826,2831,Solo Leisure,Premium Economy,LHR to IAD,5.0,5.0,5.0,5.0,5,1,maybe ive flown u carrier much think british airway cut last year take care flight multiple drink service alcoholic beverage included water orange juice flight hot meal service begin better average beef offering sandwich tea etc landing part frequent flyer program given different seat one selected seat behind bulkhead ordinarily dont like seat there nowhere put thing plane take middle three seat man aisle seat row empty presumably moved seat better used seat beside worked fine seat wider u economy leg room leg rest came quite comfortable cant ever say enjoy hour flight flying british airway make bearable,9,2015-09-26,United States,False,0.7754,Positive
2827,2832,Couple Leisure,Economy Class,London Gatwick to Cancun,3.0,2.0,1.0,2.0,2,0,previously flown british airway year ago quite disappointed legroom expected complaint food awful service terrible sat next group drunken passenger loud continued served drink throughout sure didnt make cabin crew job easy seemed quite disorganised running drink etc sitting back plane seemed choice time offered food crew really interested asked alternative forgot come back u asked offered exactly refused food poor quality dry hard chicken little flavour breakfast egg mayonnaise roll alternative paid extra fly british airway found service food lacking really would recommend flying long haul help see made cut budget,6,2015-09-25,United Kingdom,False,-0.7024,Negative
2828,2833,Couple Leisure,Business Class,LHR to Bologna,1.0,5.0,3.0,3.0,1,0,london heathrow bologna return british airway club europe disappointing seat basically economy seat dont sit someone middle seat meaningful increase legroom width food average way salad dry prawn pretty tasteless nice way back tagliatelle staff whole good given seat wouldnt recommend spending extra money club europe,6,2015-09-24,United Kingdom,False,0.8014,Positive
2829,2834,Couple Leisure,Economy Class,LCA to LHR,1.0,4.0,2.0,1.0,2,0,checked online british airway flight larnaca heathrow discovered wife seated row apart seat together available seating chart manage booking ba software poor cant keep seat together booked time answer must yes checkin person said would try get u two seat together presented gate usual present bagdrop staff member say whatever necessary get away security minimum fuss delay case needle say separate seating remained separate wouldnt take trouble record except felt irritated last flight ive done british airway poor food inflight entertainment screen work intermittently faulty headphone seated screen available side business class dividing curtain drawn half way film ive preferred british airway basis budget operator charge time add various extra charge im coming conclusion charge might well fly wont wait extra min get plane business class punter get first,8,2015-09-24,United Kingdom,False,-0.3699,Negative
2830,2835,Couple Leisure,Economy Class,AMS to LHR,5.0,3.0,3.0,4.0,5,1,small delay am departed short hop lhr boarding went quickly assigned emergency exit seat comfortable cruising altitude got breakfast snack crew friendly except one assigned section wasnt talkative bit snobby overall flight experience great service way like see british airway ranking,3,2015-09-23,Netherlands,False,0.8875,Positive
2831,2836,Couple Leisure,Economy Class,LHR to MIA,3.0,5.0,5.0,4.0,4,1,british airway flight mia departed time full seated middle front row extra legroom ife screen traytables stored seat first thing caught attention state cabin interior looked old worn go ife seat although seat comfortable form shape worn bit hard sit trouble ife whole flight froze continuously reset trying watch movie annoying cabin crew reset system couple time werent annoyed question problem cabin crew service excellent food,3,2015-09-23,Netherlands,False,0.0108,Neutral
2832,2837,Solo Leisure,Economy Class,LHR to CPH,1.0,2.0,1.0,4.0,2,0,london heathrow copenhagen british airway surprised service customer service poor particularly outward trip cabin crew seemed disinterested even greet came onboard continued talk amongst ignore customer seat uncomfortable little lunch provided atrocious,2,2015-09-23,United Kingdom,False,-0.6124,Negative
2833,2838,Business,Business Class,LCY to JFK via SNN,5.0,5.0,5.0,5.0,4,1,london city new york jfk via shannon british airway arrived early departure despite busy got gate lounge within min personal service take carried flight quick stop shannon go immigration back onboard great wine food including one best pasta dish plane arrived time bag waiting got carousel,4,2015-09-23,United Kingdom,False,0.7964,Positive
2834,2839,Couple Leisure,Economy Class,LHR to BUD,5.0,5.0,3.0,5.0,5,1,heathrow bag drop queue friendly staff boarded aircraft left schedule found leg room width fine frame spacious comfortable hour flight aircraft clean seemed pretty new certainly step rather tired ba us long haul route bit food drink served friendly staff helped pas time time arrival efficient punctual comfortable return flight equally smooth flown ba bea last half century cant see deterioration many complain staff perhaps used employ customer demographic would also,5,2015-09-22,United Kingdom,False,0.9545,Positive
2835,2840,Business,Business Class,Gatwick to Naples,1.0,5.0,2.0,3.0,1,0,used british airway club europe lgw naples basically flight long haul economy except entertainment middle seat left empty far tell difference legroom seat identical economy im sure british airway pas business class advice booking business class flight europe look competitor otherwise book economy save money really good thing flight amazing cabin staff looked u really well,9,2015-09-20,Australia,False,0.9421,Positive
2836,2841,Couple Leisure,Business Class,LHR to KGS,2.0,2.0,2.0,2.0,2,0,london heathrow ko return outbound gallery south lounge looking shabby onboard cramped seat df disinterested cabin crew appalling breakfast return lounge ko airport slow busing plane attentive crew good lunch flight schedule baggage return reasonably quick case two half new british airway club europe poor value,3,2015-09-20,United Kingdom,False,-0.0772,Negative
2837,2842,Couple Leisure,First Class,Boston to London,2.0,5.0,2.0,2.0,1,0,fly time month time british airway im sure going british airway service getting worse worse see individual trying seems business doesnt want able deliver world class first service owned year assume cost cutting plane dated falling bit especially compare airline like cathay american airline honesty fly alternate airline youll probably get better first class cabin cheaper id recommend also airline wifi long haul yet pioneer air world british airway half dead dinosaur real sense direction,8,2015-09-20,United Kingdom,False,-0.0408,Negative
2838,2843,Solo Leisure,Economy Class,LHR to OSL,4.0,3.0,4.0,5.0,4,1,regular traveller british airway currently executive club goldoneworld emerald recently flown heap oneworld airline feel british airway service slipping rapidly crew smile enter cabin served smile seem bit absent service would describe passable compared cathay pacific crew approach premier status customer full welcome regardless class give extra special attention making feel value absent british airway still flight short pleasant enough got exit seat legroom good good standard economy seat squeeze need hour flight,1,2015-09-19,United Kingdom,False,0.9648,Positive
2839,2844,Family Leisure,Business Class,LCY to Granada,1.0,4.0,1.0,1.0,1,0,london city granada ive flown ba lot year recently business first recently always favourable opinion recently used avios take short break granada brother normal choice short flight would economy dont believe extra cost whether actual money avios justifies perceived benefit regrettably economy reward seat available opted club europe real benefit particular route increased baggage allowance although real use day trip get business flight lounge city airport fast track city airport holding pen prior boarding everyone standing around small room priority boarding seat club europe identical economy breakfast going terrible burnt food along dried toast croissant lunch call coming back also terrible cold salad dish dried roll accompanied vinegary wine lounge granada fast track granada coupled single checkin desk time long queue complained ba initial response club europe left middle seat free allow room whoever responded obviously didnt even think check aircraft middle seat embraer x configuration whole aircraft considerable persistence part partial refund avios provided british airway recently choice flying club world hawaii ba lax aa hnl given fact british airway club world quite claustrophobic ultimately decided try qatar airway new business class thailand via doha account business class comparable british airway first class shall review time next year,6,2015-09-19,United Kingdom,False,0.6249,Positive
2840,2845,Couple Leisure,Economy Class,Glasgow to Paris via LHR,3.0,3.0,2.0,1.0,3,0,arrived paris british airway baggage yet appear told next plane due around would arrive hotel evening special weekend ruined get anyone ba phone happened british airway,5,2015-09-19,United Kingdom,False,-0.1027,Negative
2841,2846,Solo Leisure,Business Class,St Lucia to LGW,5.0,5.0,5.0,5.0,4,1,returned british airway st lucia enjoyed flight club world return journey cabin crew especially purser made trip comfortable tasty dining free flowing drink safe comfortable flight,4,2015-09-19,United Kingdom,False,0.9442,Positive
2842,2847,Couple Leisure,Premium Economy,LHR to PHX,4.0,5.0,3.0,4.0,5,0,lhrphx sept last time ive flown british airway id forced consider ba discount airline doesnt deserve star rating looking forward flight awful seat back full plane asked bag drop upgrade paid go wtp bargain added price paid seat coach worth anyone know check online go selfserve kiost still go bag drop pretty much go check process boarding went usual smiley welcome aboard seat aircraft wtp immediately behind first good leg room comfortable seat small cabin small amenity pack provided although stuff inferior hardly worth one fa worked cabin friendly efficient lack staff noticable drink trolley lunch menu food served lunch option china plate real cutlery napkin etc food good even though one option left time served beef tasty tender well presented snack box passed hour later dinner served hour landing interestingly dinner economy foil dish plastic cutlery paper napkin given price wtp ticket would expected better one juicewater round fa galley happy get whatever wanted drank tham bubble older plane ife ancient small screen grid line showing barely adequate movie selection noise cancelling headset best hurt ear ife minor irritation flight scheduled hour interested comfort wtp provided real gripe tray table fold seat arm drink tray unfolds full tray problem drink slide small mode brace full tray knee stop dinner sliding british airway relying past reputation rather providing good product day avoid didnt think would saying enjoyed flight probably best ba flight ive shame still avoid british airway,5,2015-09-18,United Kingdom,False,0.9779,Positive
2843,2848,Couple Leisure,Economy Class,Gatwick to Barcelona,1.0,1.0,1.0,1.0,1,0,got far even flying british airway time around customer service nightmare sent email flight confirmation agreed time u yet later email tell u different time say need take vueling sister company call vueling told british airway issue none take responsibility changing flight time without asking late get alternative flight reasonable price return stupid time morning ruined anniversary weekend break compensation anything horrible greedy company thankfully decline pay bit fly genuine star airline level cathay pacific rest around price bracket,1,2015-09-18,United Kingdom,False,-0.8316,Negative
2844,2849,Business,Business Class,LHR to BRU,1.0,2.0,1.0,3.0,1,0,british airway introduced new club europe business class basically economy class minus middle seat leg room economy asked flight crew whats new indicated hand seat cramped shame british airway fallen prey greed instead upgrading business product introduced poor product club europe food poor inflight service person front reclines impossible even hold newspaper read never fly british airway club europe,8,2015-09-18,United Kingdom,False,-0.8834,Negative
2845,2850,Couple Leisure,Economy Class,Heathrow to Vancouver,2.0,2.0,1.0,3.0,3,0,british airway heathrow vancouver outbound torontoheathrow inbound rather ancient boeing flight operated within minute schedule fare competitive checkin bag delivery fine airport aircraft interior shabby best seat uncomfortable ife hopeless food awful cabin crew mixed one two fairly pleasant going duty perfunctory way one male cabin crew member overweight sweating profusely astounding could still allowed fly good day quality service british airway gradually deteriorated thirdclass carrier never hope compete customer service airline middle far east shame,4,2015-09-17,United Kingdom,False,0.0243,Neutral
2846,2851,Couple Leisure,Economy Class,Glasgow to Cape Town via LHR,1.0,3.0,2.0,3.0,3,0,glasgow cape town via heathrow british airway short flight glasgow heathrow fine exit row seat plenty room although catering bit bizarre drink packet crisp flight cape town however different story boeing used well past major refurbishment inside economy class seating squashed together virtually room move im tall seat back entertainment screen must first generation tiny screen grid line ive seen smart phone bigger screen crew section bit perfunctory duty apart one female smiled chatted quote guest made flight bit bearable food offer standard economy class fare filled gap flight time ba hour british airway really need improve inflight quality long haul flight term bit room better catering economy class passenger make majority people board premium passenger old british airway corporate slogan world favourite airline long gone next flight south africa elsewhere think back klm u,8,2015-09-16,United Kingdom,False,0.9401,Positive
